date,title,content
2019-05-30,美雖未雨綢繆 仍需依賴陸稀土,稀土已成為大陸目前反制美國貿易戰的一大籌碼。美國專家稱，包括美國在內的一些西方國家，早已未雨綢繆，在2010年北京對日本使用稀土武器一刻起，就已開始戰略囤積稀土元素和使用稀土元素的零配件。但英媒指出，這仍不夠滿足所需。美國美林銀行的市場報告顯示，大陸雖然只擁有世界36%的稀土儲量，卻生產和出口全球90%的稀土金屬，在稀土產業占據獨一無二的地位。美國國防部2018年曾呈交一份報告警告說：美國國防系統對中國稀土依稀土已成為大陸目前反制美國貿易戰的一大籌碼。美國專家稱，包括美國在內的一些西方國家，早已未雨綢繆，在2010年北京對日本使用稀土武器一刻起，就已開始戰略囤積稀土元素和使用稀土元素的零配件。但英媒指出，這仍不夠滿足所需。美國美林銀行的市場報告顯示，大陸雖然只擁有世界36%的稀土儲量，卻生產和出口全球90%的稀土金屬，在稀土產業占據獨一無二的地位。美國國防部2018年曾呈交一份報告警告說：美國國防系統對中國稀土依賴程度巨大。報告提到：「稀土是美國用以保障國家安全眾多武器系統的必需元素，包括雷射、雷達、聲納、夜視系統、飛彈制導、噴射發動機，以及裝甲戰車用合金等等。而除國防用途之外，美國眾多高科技企業，從電動汽車、智能手機、光纖電纜，到晶片和超導材料也均需要稀土。為此，美國已未雨綢繆，印第安那州聖母大學原美國國防部軍需專家霍茲（Eugene Gholz）表示，美國及一些西方國家在2010年中國對日使用稀土武器那刻起，就已開始戰略囤積稀土元素和使用稀土元素的零配件。如果中國立即對美實施稀土禁運，如果沒可替代的生產基地，美國依然不可能擺脫對中國稀土的依賴。目前美境內只有加州的芒廷帕斯（Mountain Pass）稀土礦在開挖，但出於環保成本考量，年產五萬噸稀土仍都運往中國加工處理。
2019-05-30,台積續供貨華為 國台辦讚強強聯合,美國對華為實施制裁，許多企業紛紛與之切割，台積電決定繼續向華為供貨。對此大陸國台辦發言人安峰山29日回應，華為取得的成就也有台灣企業的貢獻，並希望與台灣實現「強強聯合」。美陸貿易戰延伸到科技戰，大陸媒體曾點名台積電是華為的「生存關鍵」，台積電也頂住壓力，繼續向華為供貨。大陸國台辦發言人安峰山29日在例行記者會上表示，注意到此前華為公布的供應商名單裏面有不少台灣企業，可以說華為取得的成就也有這些台灣企美國對華為實施制裁，許多企業紛紛與之切割，台積電決定繼續向華為供貨。對此大陸國台辦發言人安峰山29日回應，華為取得的成就也有台灣企業的貢獻，並希望與台灣實現「強強聯合」。美陸貿易戰延伸到科技戰，大陸媒體曾點名台積電是華為的「生存關鍵」，台積電也頂住壓力，繼續向華為供貨。大陸國台辦發言人安峰山29日在例行記者會上表示，注意到此前華為公布的供應商名單裏面有不少台灣企業，可以說華為取得的成就也有這些台灣企業的貢獻。安峰山說，華為和台灣的有關企業開展合作，有助發揮企業間的互補優勢，實現強強聯合，為兩岸經濟共同發展發揮積極作用。此外，對於中美貿易戰對台商的影響，海基會發言人管安露29日指出，目前台商出口到美國的商品成本都有所增加，台商多半選擇與其他廠商攤提成本，藉此降低風險。
2019-05-30,北京反守為攻 吹響集結號,陸美貿易戰延燒到科技戰，大陸在克制一段時間後，終於反守為攻，從法律戰、輿論戰、稀土戰、再到外交戰，全面吹響集結號。「這是用立法代替審判的暴政」！華為28日正式對美採取法律行動，並嚴厲指責，訴諸最高位階的憲法，批評美國封殺華為的作法違憲；與此同時，大陸也在世貿組織WTO上，批評美國濫用WTO對安全保障的例外規定，要求美方立即解除制裁措施。這皆是對美國的法律戰。輿論戰方面，人民日報、新華社等權威官媒，近日接陸美貿易戰延燒到科技戰，大陸在克制一段時間後，終於反守為攻，從法律戰、輿論戰、稀土戰、再到外交戰，全面吹響集結號。「這是用立法代替審判的暴政」！華為28日正式對美採取法律行動，並嚴厲指責，訴諸最高位階的憲法，批評美國封殺華為的作法違憲；與此同時，大陸也在世貿組織WTO上，批評美國濫用WTO對安全保障的例外規定，要求美方立即解除制裁措施。這皆是對美國的法律戰。輿論戰方面，人民日報、新華社等權威官媒，近日接連強硬發聲，除了對內信心喊話，最特別的莫過於人民日報文章指出，「奉勸美方不要低估中方維護自身發展權益的能力，勿謂言之不預」。「勿謂言之不預」，白話一點就是「不要怪我沒有先講」，這是中共特殊的外交用語，過去曾用在中印邊境戰爭、中越戰爭等衝突爆發前。官媒此刻重現了這句具象徵性的警語，也代表大陸即將全面反擊。習近平日前考察江西稀土產業，大陸發改委28日明確表達，若美國利用出口稀土的產品打壓中國發展，「中國人民都會不高興」，再配上環球時報對大陸打稀土戰的勸進聲，稀土牌儼然成為大陸握在手中的王牌。美國總統川普前腳剛離開日本，習近平緊接著將出訪俄國進行國是訪問，這當中更可嗅出國際政治的合縱連橫，面對美國拉攏日印澳的「印太戰略」，大陸趕緊拉攏俄國，分庭抗禮。幾天前，習近平去了共軍長征出發地，提到紅軍「一次次絕境重生，愈挫愈勇，最後取得了勝利，創造了難以置信的奇蹟」，還說「在新長征路上，我們要戰勝來自國內外的各種重大風險挑戰」，這就像是對貿易戰反擊前的最高層級精神喊話。29日習更說，在防範化解重大矛盾和突出問題時，要使出「實招硬招」。「稀土」是工欲善其事必先利其器的「器」；新長征精神是打貿易持久戰的「心法」；輿論、法律、外交戰，則是各種拳法，大陸已就戰鬥位置，擺好招式，要全面迎戰美國。
2019-05-30,川普讓貿易戰變成民族主義對峙,澳洲前總理陸克文29日在《紐時》發表評論指出，川普親手將陸美的貿易戰變成一場民族與愛國主義的對峙，給了北京最大的武器。他斷言除非美國改弦易轍，大陸不會再對美國退讓。陸克文在文章中指出，川普大力鼓吹美國的民族主義，卻忽視了大陸在近代的屈辱歷史所產生的民族動員力量。川普主動送給大陸一張非常有效的「民族主義牌」，大陸民眾在見識了美方的極限施壓和官方公佈了雙方的分歧後，達成川普要的貿易協議越加顯得困難。陸澳洲前總理陸克文29日在《紐時》發表評論指出，川普親手將陸美的貿易戰變成一場民族與愛國主義的對峙，給了北京最大的武器。他斷言除非美國改弦易轍，大陸不會再對美國退讓。陸克文在文章中指出，川普大力鼓吹美國的民族主義，卻忽視了大陸在近代的屈辱歷史所產生的民族動員力量。川普主動送給大陸一張非常有效的「民族主義牌」，大陸民眾在見識了美方的極限施壓和官方公佈了雙方的分歧後，達成川普要的貿易協議越加顯得困難。陸克文指出，儘管與美國達成貿易協議仍然可能發生，但大陸領導階層中已經產生了「何必要達成協議」的想法。他們認為，川普政府已經表明對中國在科技、國安、投資、對外政策、人權等領域的敵意，那麼北京何必要浪費政治資源來達成協議？以中國角度而言，現在開始停損，為新的冷戰做準備還比較務實。陸克文表示，假如川普激起貿易戰的主要目的是展現強悍領導給選民看，那麼他可能得分了。但如果川普希望大陸徹底改變自身貿易政策，針對強迫性技術轉移、知識產權盜竊、產業補貼、操縱匯率等問題做出妥協，「我不確定他（能否成功）」。《紐時》昨日也報導指出，盡管川普政府盡全力封殺華為，但華為擁有一項大優勢：價格非常有競爭力。由於有大陸政府做後盾，華為在與其他廠商競標時，能夠提出價低質優的產品。
2019-05-30,陸重炮轟美 遏制中國是妄想,貿易戰陸美態勢出現重大轉折。大陸一改上一個階段被動因應，改為主動出擊。大陸官方媒體人民日報和新華社聯袂對美國極限施壓的做法重炮轟擊。新華社表示，「美方一些政客意圖通過技術限制打壓遏制中國發展，只能是妄想」。人民日報則以「鐘聲」為名，指美國在貿易談判上「出爾反爾，極限施壓，對中國是無效和徒勞的，美方信用破產是最大的破產，言而無信必將失敗」。G20習川會 增添變數一般認為，人民日報、新華社、中央電視台齊貿易戰陸美態勢出現重大轉折。大陸一改上一個階段被動因應，改為主動出擊。大陸官方媒體人民日報和新華社聯袂對美國極限施壓的做法重炮轟擊。新華社表示，「美方一些政客意圖通過技術限制打壓遏制中國發展，只能是妄想」。人民日報則以「鐘聲」為名，指美國在貿易談判上「出爾反爾，極限施壓，對中國是無效和徒勞的，美方信用破產是最大的破產，言而無信必將失敗」。G20習川會 增添變數一般認為，人民日報、新華社、中央電視台齊聲批美，顯示大陸已經從「談，可以」過渡到「打，奉陪和欺，妄想」的正面迎戰狀態。對原先預定於日本大阪舉行G20，大陸領導人習近平和美國總統川普舉行峰會緩解貿易緊張投下變數。人民日報不但高調抨擊美國政治人物的誠信，還強調美方不要低估中方反制能力。文章中表示，美方想利用大陸出口的稀土所製造的產品，反用於遏制打壓中國的發展，中國人民絕對不會答應。「奉勸美方不要低估中方維護自身發展權益的能力，勿謂言之不預」。在大陸官方媒體的用詞中，勿謂言之不預類似最後通牒，是最後對陣前發出的強烈警告。值得注意的是，大陸發改委特別在28日深夜表示，當前中美經貿摩擦持續升級，稀土作為中國的優勢戰略資源，可能成為中國對美反制的重要籌碼。大陸發改委負責人表示，「合則兩利、鬥則俱傷，貿易戰沒有贏家。如果有誰想利用我們出口稀土所製造的產品，反用於遏制打壓中國的發展，那麼我想贛南原中央蘇區人民、中國人民都會不高興的。」稀土資源 制美籌碼大陸領導人習近平日前造訪了江西南部，還特別視察了從事稀土生產的工廠。一直在陸美貿易談判中擔任要角的大陸副總理劉鶴也隨同訪問。習近平還特別就大陸的科技發展和攻關提出了「新長征」！華為反擊 將美告上法庭不單大陸官方發出強音，被美國政府施加一連串制裁的華為也在昨天正式召開記者會。表示美國政府制裁華為的做法是「用立法代替審判的暴政」。華為將提起訴訟，要求法院宣佈《2019財年國防授權法》違憲。根據此法，美國聯邦機構不能從華為採購設備，與聯邦政府簽署合同的實體不得使用華為設備，而且接受聯邦政府資助和貸款的實體也不能使用政府資金購買華為設備。另外，大陸還在日內瓦舉行的世貿組織市場准入委員會會議上，發言批評美國封殺華為的行動，是濫用WTO有關國家安全的豁免，要求美國立即停止有關做法。針對美國聯邦快遞公司「誤寄」華為包裹到美國，大陸外交部也特別提出，「請做出合理解釋」。
2019-05-30,阻學生赴陸 民進黨作繭自縛,民進黨在鳳凰花開的季節，祭出了一連串阻礙台灣學生赴陸發展的動作，先是5月初，將代辦仲介留學大陸的業者移送法辦，接下來是5月中，要求台大政大下架台生赴陸實習的公告，所援用的法條均是《兩岸人民關係條例》。看來，為「國家統一前」的《兩岸人民關係條例》被陸委會使用的樂此不彼、爐火純青，恐怕早晚會走火入魔！接近5月底，還有一則不為人關注的新聞，士林社大請各大學刊登，由福建省南平市台辦主辦的中華傳統文化傳承活民進黨在鳳凰花開的季節，祭出了一連串阻礙台灣學生赴陸發展的動作，先是5月初，將代辦仲介留學大陸的業者移送法辦，接下來是5月中，要求台大政大下架台生赴陸實習的公告，所援用的法條均是《兩岸人民關係條例》。看來，為「國家統一前」的《兩岸人民關係條例》被陸委會使用的樂此不彼、爐火純青，恐怕早晚會走火入魔！接近5月底，還有一則不為人關注的新聞，士林社大請各大學刊登，由福建省南平市台辦主辦的中華傳統文化傳承活動，也被陸委會獲悉後請教育部轉台北市教育局處理；去年10月，陸委會大肆批評北市建國中學，參加山東濟南市台辦邀請的中華文化研習營活動；去年9月，陸委會要赴陸台生不要辦領大陸居住證，並說出了：「求學就要忍耐，生活苦也不能沒自由」這樣的鬼話。陸委會慣用的手法，是先引用《兩岸人民關係條例》的法條，指稱其違法，再論述中共的對台統戰工作，接著將危害國家安全與社會安定的罪名扣上，這已經成為民進黨蔡英文執政下，陸委會的基本套路。不過，這個月還有件大事，華為總裁任正非就美國禁令，回答記者提問時說道：「不能使用民粹主義，這是害國的。因為國家未來的前途在開放。」回頭看看台灣，民進黨對台灣民眾一連串的動作都在禁！禁！禁！短期看來，民進黨犧牲了台灣學生們自由選擇的權利，用以升高藍綠陣營的對立，來換取選舉的最大利益。長期看來，民進黨這樣的鎖國政策，是降低台灣競爭力的罪魁禍首。全台灣的人們可以捫心自問，大陸的宣傳有這麼可怕嗎？台灣有這麼容易讓大陸不花一兵一卒就「說」倒了嗎？台灣人有這麼笨到被「洗腦」嗎？恐怕民進黨的回答是：YES！所以民進黨會有這麼多的作動，原因就在於不想讓台灣的民眾，看到大陸正邁向世界政治經濟強國的真相。相反的，真正洗腦台灣人、處處向台灣人醜化大陸的，正是民進黨以及那些偏頗報導的綠營媒體。這3年多以來，民進黨執政完全沒有提升台灣經濟競爭力的政策，所作所為都在處處向大陸逞口舌之快，用以鼓吹台灣民眾的民粹主義，每每用大陸打壓的罪名來掩飾施政不利，號稱「台灣人的精神」、「中華民國的擁護者」、「維護國家主權獨立」來蠱惑台灣民眾。台灣人在一片嗆聲中得到了什麼呢？經濟成長？沒有；國際地位提升？沒有；內心的爽度？大概有一點吧。不過，最大的「獲得」，就是人才年年外流向大陸，可以預期的是，大陸即將向台灣的教授、老師、醫生、律師招手，提供大量的就業機會，民進黨將繼阻礙學生赴陸求學實習；阻礙台商招聘台人赴台商駐大陸分公司工作（這事件已發生在廈門台商協會去年回台招聘）之後，再度出重手予以干涉阻礙繼而加以重罰。民進黨專為惡整台灣人為能事，不但會走火入魔，也很快會作繭自斃。台灣就被民進黨這樣玩完了，台灣的民眾甘心嗎？台灣的民眾該清醒了。（作者為廈門海滄台胞社區主任助理）
2019-05-30,波頓激進 台勿下錯賭注,台美近來動作頻頻，「北美事務協調委員會」改名「台灣美國事務委員會」，國安會祕書長李大維也在訪美期間與川普國安顧問波頓會面。以上互動都可謂40年來首次，被視為台美關係重大突破。美國聯台制中這對執政的蔡政府來說無疑是個外部利好，可自行解讀為美方力挺，為2020選情加碼。雖然以目前中美關係的結構而言，台灣無論誰主沉浮，美國都不會放棄拉攏執政者「聯台制中」。一如莫健答郭台銘的：「不論台灣由誰執政，美國都會與台台美近來動作頻頻，「北美事務協調委員會」改名「台灣美國事務委員會」，國安會祕書長李大維也在訪美期間與川普國安顧問波頓會面。以上互動都可謂40年來首次，被視為台美關係重大突破。美國聯台制中這對執政的蔡政府來說無疑是個外部利好，可自行解讀為美方力挺，為2020選情加碼。雖然以目前中美關係的結構而言，台灣無論誰主沉浮，美國都不會放棄拉攏執政者「聯台制中」。一如莫健答郭台銘的：「不論台灣由誰執政，美國都會與台灣政府合作」。誠然，機構更名能滿足宣傳需求，但並未觸碰關係實質。此前日台交流機構更名，也更多停留在形式意義。至於波頓會李大維是否真的代表川普政府挺蔡英文的傾向，筆者則持保留看法。川普上台以來，美台互動確實頻繁，尤其以美國接二連三通過涉台法案最受關注。不過，細看這些表面「親台」的動作，背後有更深層的脈絡。一方面，在系列涉台法案通過的背後，是傳統上站在反中第一線的國會。在中美競爭的當下，強硬的對華立場進一步成為國會的跨黨派共識。也因此，以「台灣連線」為代表的國會親台派在其長期耕耘的參眾兩院大打「台灣牌」，其他議員未必屬於親台派，但出於「抗中」目的而群起呼應，因而涉台法案的通過異常順利。另一方面，目前川普的左膀右臂多為反中鷹派，尤其以國安顧問波頓為代表人物。此人早在進入白宮之前便曾在《華爾街日報》上鼓吹美國應該重新檢討其「一個中國政策」。川普本人對台灣所知甚少，甚至曾在國安會議上發問：「保護台灣，我們能得到什麼？」讓在場的前防長馬提斯等人頗感無奈。也因此，國安顧問在對台關係上的意見更為重要，川普對於國會送上的「台灣牌」也照單全收。於是，執政以來，川普的對台政策幾乎被國會和波頓之流牽著走，後者試圖讓其相信，台灣是其對中談判時的一張好牌。然而，外界對於川普絕非「知台派」這點或許心知肚明，但通常忽略另一要點，即川普更非好戰派。談到對外關係，川普總是在推特上火力全開，但從不希望把談判的門堵死，更不樂見真正的衝突。伊朗事態敲警鐘其實早在競選期間，川普便對小布希時代的對外戰爭大加批評，並承諾自己不會讓美國再捲入外戰。最近美伊關係的緊張已經給川普帶來足夠的壓力，開戰等於背棄承諾，無疑衝擊其連任選情。也正是在伊朗問題上，川普對波頓的不滿已經遍布美媒版面，認為後者不嫌事大的鷹派作風幾乎把他推入戰爭泥潭。因而，回看此次波頓高調接見李大維，不排除又是其擅作主張。至少目前，川普本人對台美「關係突破」的態度仍不清楚。上月，曾任川普政府亞太事務助卿的董雲裳，就曾公開警告美國鷹派大跨步推動對台立法及軍事支持的風險。作為資深「知台派」的她，最擔心的就是川普並不清楚兩岸關係的敏感性，因而放任危險的對台政策。目前來看，因應中美關係的現狀，不論川普本身立場如何，華盛頓上下通過強化對台關係來牽制大陸是必然的。而相比之下最危險的是，不懂台灣的川普即便無意踩大陸的紅線，卻可能被「豬隊友」裹挾。希望波頓在伊朗問題上的激進真正引起川普的警覺，在兩岸問題上不致挺而走險。台灣也切勿把波頓視為美國力挺的見證，甘作「戰爭販子」的賭注。（作者為智庫研究人員）
2019-05-30,「兩岸一家親」隱含的政治密碼,台北市長柯文哲訪日回來受訪時說，「『兩岸一家親』是一個底線，沒有涉及政治層面，就是表達善意，如果連這個都不願意講，像民進黨去中、去蔣化，大陸就會不相信你」。雖然柯P說「兩岸一家親」沒有涉及政治層面的意涵，但是他因為主張「兩岸一家親」，卻能受到很多柯粉的支持，其中就隱含著某種政治密碼，這才是他能在藍綠政治中鼎足而三之因。擔任台北市長的柯P，政績實在乏善可陳，而且他也不是一個口才便給，或者有馬英九的帥台北市長柯文哲訪日回來受訪時說，「『兩岸一家親』是一個底線，沒有涉及政治層面，就是表達善意，如果連這個都不願意講，像民進黨去中、去蔣化，大陸就會不相信你」。雖然柯P說「兩岸一家親」沒有涉及政治層面的意涵，但是他因為主張「兩岸一家親」，卻能受到很多柯粉的支持，其中就隱含著某種政治密碼，這才是他能在藍綠政治中鼎足而三之因。擔任台北市長的柯P，政績實在乏善可陳，而且他也不是一個口才便給，或者有馬英九的帥氣，甚至是具有神聖英雄型的政治人物，那麼他到底靠什麼魅力來維持他在柯粉中的溫度？要解開這個政治密碼，或許可以從他主張的「兩岸一家親」著手。藍綠政治的形成跟大陸對台政策與兩岸關係絕對有關。大陸方面一直堅持「一中原則」不變，國民黨也在「一中各表」的論述中讓兩岸關係漸進發展。但民進黨從1991年納入《台獨黨綱》之後，民進黨一開始就把兩岸關係定位成兩國關係。這種把台灣與大陸直接割裂的作法，不但很長一段時間裡，民進黨並沒有大陸政策存在，內部對中國問題的意見也相當分歧，尤其是後來的大陸政策都冠以「中國」，使得民、共之間一直無法建立起互信機制。1999年民進黨雖然採取務實主義的作法推出《台灣前途決議文》，首度接受中華民國的國號，並界定「台灣，固然依目前憲法稱為中華民國，但與中華人民共和國並不互相隸屬」。這樣的決議文仍然沒有融合兩岸關係的可能性，反而只是為了執政目的所做的權宜措施，尤其是兩度執政以後，民進黨更是力行去蔣、去中政策，讓民、共之間更是水火不容。這個結果是國民黨主張的「一中各表」可能讓一部分台灣人不放心，尤其是年輕、高知識族群。而民進黨堅持的台獨主張，也讓同樣的那部分人擔心兩岸可能隨時會陷入兵凶戰危的困境，因此尋找第三條路，應該是他們支持柯P的一種政治密碼。也就是台灣支持柯P的年輕、高知識族群的民眾，很可能希望藉由柯P所主張的「兩岸一家親」，能夠取代藍綠壁壘分明的政治鴻溝，讓「兩岸一家親」在大陸可以接受，又可以在「一中」與台獨中間取得一個真正不統、不獨的平衡點，以化解兩岸關係必須在藍綠執政時期，做過度統或獨的選擇，這也許才是柯粉不顧及柯P政績，對柯P支持度打死不退的緣故。如果柯P能在藍綠政治中鼎足而三的政治密碼，就是希望有一個大陸可以接受的新政治論述，以取代藍綠壁壘分明的兩岸政策主張，那麼如果柯P在2020年真的有機會當選總統，假如他屆時並不接受「一中」，只是繼續講他的「兩岸一家親」，那麼大陸是否可以接受？如果可以接受，勢必會改變大陸過去一直堅持的「一中原則」；如果大陸不能接受柯P不說「一中」，那麼過去幾年不斷舉辦的「台北、上海雙城論壇」，大陸又將如何解釋為何舉辦？甚至是未來是否還要繼續舉辦類似的論壇，這都是考驗大陸對台政策如何延續的問題。所以，柯粉支持柯P的「兩岸一家親」，絕非沒有政治層面的意涵，否則在台灣要找出比柯P優秀的政治人物絕對不會少於一打。因此，「兩岸一家親」所隱含的不統、不獨意涵，才是柯粉力挺柯P不墜之因，這也是未來柯P若有機會當選總統，可能是兩岸關係最大的變因。（作者為台灣國際戰略學會理事長、教授）
2019-05-30,中美貿易戰下香港的命運,隨著中美貿易戰加劇，美國開始全面封殺世界最大的通訊設備生產商華為。台灣各大電訊商響應美國禁令，立刻把華為手機下架，而在香港，華為手機依然陳列在展示架上。在可能影響深遠的第一大國與第二大國的對立中，香港站在那一邊，其實很清楚。香港沒有選擇的餘地，因為一榮俱榮，一損俱損。大陸香港榮損與共回歸初期，國際媒體宣傳「香港已死」的聲音甚囂塵上，但隨著香港做為國際金融中心的地位仍然沒有改變，並且資本變得更具深隨著中美貿易戰加劇，美國開始全面封殺世界最大的通訊設備生產商華為。台灣各大電訊商響應美國禁令，立刻把華為手機下架，而在香港，華為手機依然陳列在展示架上。在可能影響深遠的第一大國與第二大國的對立中，香港站在那一邊，其實很清楚。香港沒有選擇的餘地，因為一榮俱榮，一損俱損。大陸香港榮損與共回歸初期，國際媒體宣傳「香港已死」的聲音甚囂塵上，但隨著香港做為國際金融中心的地位仍然沒有改變，並且資本變得更具深度與廣度，這些媒體只好閉上嘴巴。但香港內部，以泛民為主的反對派，卻接過了類似的觀點，從政治角度拚命向外部世界宣傳「一國兩制」已亡。最近《逃犯條例》的修訂掀起軒然大波，其餘波擴散，予歐美倡議圍堵中國的右翼勢力提供另一個口實，長遠來看，最終會令香港利益受損 。打擊華為，可以阻礙中國的科技發展；打擊香港，則可以削弱中國的金融能力。香港在未來，不排除可能成為美國的打擊目標。這幾年，美國不時拿香港與中國大陸有別的獨立關稅地位來做文章。去年11月，美國國會一個委員會發表報告，建議檢討香港獨立關稅區地位。今年5月，同一個委員會單獨就《逃犯條例》修訂發表報告，指修例通過或違反《美國—香港政策法》條款，表示美國總統可以根據行政命令取消對香港的特別待遇，例如取消香港獨立關稅區地位。美商在香港謀求經濟利益的同時，美國政客卻希望香港在政治方面能夠衝高分數，通過妖魔化香港，貶低中國的國際形象。北京視香港在金融方面的獨特條件為能下金蛋的鵝，希望香港最好經濟100分，政治0分，為人民幣國際化以及一帶一路的建設發揮積極作用；美國也一樣視香港為下金蛋的鵝，香港現時有1300家美國企業，近9萬名美國人長期居港。香港只是彈丸之地，美國駐港大使館竟聘有數百名僱員，由此可見美國在港利益之龐大。不少跨國公司和富可敵國的基金都把總部設在香港。以跨國大銀行匯豐為例，其主要的盈利即來自香港本地。當然他們可以把總部設在東京或新加坡，這兩地同樣都是國際金融中心，但在資金進出自由度方面比不上香港，而因為距離的關係，也很難精準捕捉中國大陸內部的脈動。貿易戰恐變金融戰中美貿易戰從一開始的出口順差與逆差之爭，升級為科技戰，不久的將來，有沒有可能升級為金融戰，重創香港國際金融中心的地位？如果打擊香港的金融地位，美國的利益也會受到極大損害，形同美企放棄被跨國公司視為綠洲的中國市場，當然屆時的世界大勢也許已起了翻天覆地般的大變化。（作者為香港資深媒體人）
2019-05-30,王金平低估了民進黨,參加國民黨總統初選的王金平說，台灣有兩大危機，國內不安定、兩岸不穩定。他會先建立國內共識，再去跟中國大陸談，他強調，「我一向以維護中華民國主權為己任，誰都不會相信我去賣台」，只有他來當總統，才能解決這些困局，台灣沒有第二人做得到。王金平這些說法是老掉牙了，蔡英文2012年第一次選總統時就提出來朝野要先建立台灣內部共識，才有辦法和對岸談，尋求兩岸共識。她主張先有「台灣共識」，再求「兩岸共識」。但是蔡主參加國民黨總統初選的王金平說，台灣有兩大危機，國內不安定、兩岸不穩定。他會先建立國內共識，再去跟中國大陸談，他強調，「我一向以維護中華民國主權為己任，誰都不會相信我去賣台」，只有他來當總統，才能解決這些困局，台灣沒有第二人做得到。王金平這些說法是老掉牙了，蔡英文2012年第一次選總統時就提出來朝野要先建立台灣內部共識，才有辦法和對岸談，尋求兩岸共識。她主張先有「台灣共識」，再求「兩岸共識」。但是蔡主政後，台灣內部卻是愈來愈撕裂，連對九二共識都沒有共識。王金平說，只有他能建立台灣內部共識，他會不會高估了自己，低估了民進黨？
2019-05-30,OTT爭議 消保會畫錯重點,民眾透過線上影音服務（OTT）追劇，蔚為潮流，估計全台付費收視的消費者已超過百萬，向消保會申訴的爭議案件同步增加。諷刺的是，對於如何確保消費者權益，行政院消保會顯然畫錯重點。消保會日前公布了一份有關OTT消費爭議調查，指至今年4月底申訴案件高達210件，申訴爭議以優惠、契約屆期，未經消費者同意自動續約最多。消保會並呼籲消費者選擇台灣業者，或在台立案登記業者，較能保障權益。數位匯流如火如荼，網路無國界，收視民眾透過線上影音服務（OTT）追劇，蔚為潮流，估計全台付費收視的消費者已超過百萬，向消保會申訴的爭議案件同步增加。諷刺的是，對於如何確保消費者權益，行政院消保會顯然畫錯重點。消保會日前公布了一份有關OTT消費爭議調查，指至今年4月底申訴案件高達210件，申訴爭議以優惠、契約屆期，未經消費者同意自動續約最多。消保會並呼籲消費者選擇台灣業者，或在台立案登記業者，較能保障權益。數位匯流如火如荼，網路無國界，收視OTT途徑多元，不管境內或跨境的OTT平台提供的影音服務，消費者只要一根手指，觸控面板一觸、鍵盤一敲，立即下載，但消保會還停留在「石器時代」，還在區隔只有在台立案登記的業者，消費者的權益才能獲得保障。消保會的理由是，在台立案的OTT業者，在財政部有稅籍登記，在經濟部有公司、營業登記，發生消費爭議，冤有頭債有主，找得到；騰訊等影音平台透過Google或Apple平台提供訂閱，未在台立案，無法保障消費者權益。講了半天，消保會是在告訴消費大眾，騰訊的影音平台沒有在台立案，政府保護不了你。重點是兩岸三地影視交流頻繁，許多戲劇或明星在兩岸三地都有粉絲，像愛奇藝、騰訊的OTT已成了消費者首選。政府若重視消費者收視權益，應輔導他們在台立案，而不是以中資色彩、文化洗腦為理由封殺他們來台設點。消保會講這話，是狀況外呢？或是「站著說話不腰疼」的官僚習氣作祟？
