date,title,content
2019-05-27,新華社3記者採訪探士兵資訊 德國軍方要查,德國總理梅克爾日前訪問位於德國明斯特的高度準備聯合特遣部隊訓練基地時，三名新華社記者與其他記者一同獲准進入採訪，美國之音引述彭博報導，根據知情人士透露，新華社記者因拍攝軍事裝備和採訪士兵的日常生活而引起懷疑。德國軍方正在對三名中國記者在採訪時收集哪些資訊展開調查。彭博曾試圖跟中國外交部和新華社聯繫，但都沒有得到答覆。據報導，德國情報官員表示，鑑於新華社與中國共產黨之間的關係，他們一段時間來一直受到密切關注其活動。這位官員稱，德國情報機構認為新華社記者在為中國的宣傳工作提供幫助，並且會幫助收集國外的情報以供官方使用。美國政府去年9月下令將新華社根據《外國代理人登記法》進行登記。因此，新華社需要在美國披露活動和支出情況，並就其新聞內容增加申明。德國對媒體組織沒有這樣的規定，但如果記者犯罪可能會受到起訴。
2019-05-30,美中貿易戰僵局 美代防長：不應與軍事混為一談,美國國防部代理部長夏納翰。 圖／美聯社美國國防部代理部長夏納翰今天表示，持續升溫的美中貿易談判，應與雙方的軍事對話分開處理。路透社報導，夏納翰（Patrick Shanahan）在前往印尼雅加達的途中告訴記者：「貿易在不同的軌道上進行，我們會解決這些問題，它們太重要了，不能不解決。我不認為這些問題該涉及國防事務上的對話與商討。」過去一年來美中貿易戰加劇兩國緊張局勢，雙方也在許多議題上較勁，包含具爭議性的南海及台灣問題。美國不滿許多重大議題談判內容，要求中國改變政策，導致本月初美中貿易談判破局，雙方再陷僵局。夏納翰將在新加坡發表重要政策演說，也會與中國國防部長魏鳳和會面。夏納翰將在為期一周的亞洲行訪問幾個國家。夏納翰表示，他與魏鳳和會面目的在於找到可合作之處，並針對與中方可能不會有共識的領域，展開一場公開透明且坦承的會談。
2019-05-30,美中女主播雷根、劉欣辯貿易戰 重點一次看,萬衆矚目的美中電視台兩位女主播在你來我往一輪隔空交火之後的激戰相約，29日在福克斯商業頻道以短短16分鐘草草收場，福克斯（Fox Business）女主播雷根（Trish Regan）和中國國際電視台（CGTN）女主播劉欣沒有出現民衆期望的唇槍舌戰，觀衆直呼「不過癮」。（記者楊青翻拍自電視直播）美中貿易戰升溫之際，美國福斯財經新聞網主播雷根（Trish Regan）與中國環球電視網主播劉欣今天隔海辯貿易戰，但過程更像是雷根在專訪劉欣，幾無傳統辯論的激烈火花。以下是外媒RADII整理兩人對話內容的重點：● 微妙開場－我不是中共黨員雷根：「她和我可能意見不盡相同，但這是個難得機會，能傾聽不同聲音。能藉此聽到中國對美中貿易戰和美國的看法。我的來賓是其中一位共產黨人，這不要緊－在這個節目中，我歡迎不同意見。」劉欣：「我需要更正一下，而且我必須直白的說－我並非中國共產黨員，也不能替共產黨發聲。」● 論貿易戰－我也希望有好結果劉欣：「中國政府已經非常清楚表達立場：除非美國以尊重的態度對待談判代表團…確有高度可能達不成貿易協議。」雷根：「貿易戰非常不好。我也想要相信最終能有好的結果。」● 論智財侵權－你們美國國內不也告來告去雷根：「有證據顯示中國竊取智慧財產。」劉欣：「許多在中國設立的美國公司，且獲利可觀，當中有多數都計劃留在中國市場。我不否認有版權、剽竊甚或是商業竊密等問題－我認為處理這些問題是必要的。若不保護好智財，沒有國家或個體能茁壯…一直以來，美國企業也在國內（針對這些問題）互相提告。」● 論關稅－必須朝撤除方向邁進雷根：「我們何不直接撤除關稅？」劉欣：「這是很好的想法。我想我們必須朝這個目標邁進。但你剛剛談到關於一個基於規範的體系，假使你想改變規則，就必須建立在雙方相互的共識，這不只攸關美中兩國，而是一個非常複雜的目標。」● 論中國的國家地位發展－我們想長大雷根：「中國已經是世界第2大經濟體，何時才要停止抄襲？」劉欣：「你是說我們為什麼長不大？我們想要啊，我們不想弱小、窮困或是低度發展。但是別忘了，我們有14億人口，是美國的3倍之多。人們賦予我們厚望要為這個世界貢獻更多，這也是我們一直在做的…因為我們知道我們必須成長，所以黎根，謝謝你的善意提醒。」● 論中國的經濟模式－我們也很開放啊雷根：「你如何定義國家資本主義？你們國家的經濟系統很有趣。」劉欣：「我們想把它定調為『有中國特色的社會主義』，在資源分配時，市場力量居於首位。我們希望這是市場經濟但是保有些許中國特色－有些國營企業扮演重要角色，但重要性持續降低。我們國內並非所有都是國營，我們也是非常、非常的開放啊。」雷根：「你們需要繼續保持開放。這樣才能創造雙贏。沒人想打貿易戰，但我們必須仔細思考下一步。」
2019-05-29,土耳其堅持購買俄國飛彈 美國考慮停止土國F-35培訓,路透報導，土耳其不顧美國反對，堅持購買俄羅斯S-400防空飛彈，美國認真考慮暫停土耳其飛行員的F-35戰鬥機培訓。土耳其飛行員在美國亞利桑那州路克空軍基地受訓。美國表示，S-400系統與西方系統不相容，且會造成F-35威脅，土耳其不能在參與F-35計畫的同時擁有S-400。兩名熟悉F-35計畫的匿名消息來源指出，美方是否暫停培訓土耳其飛官尚未定案，但土國似乎繼續推動S-400採購案。土國防部長阿卡爾（Hulusi Akar）22日表示，土耳其軍隊正在俄羅斯接受S-400訓練，俄羅斯人員也可能進駐土耳其。專家表示，若土耳其被F-35計畫除名，將是美土雙方近年來最重大的分裂。美國近東政策研究所土耳其研究科主任恰普塔伊（Soner Cagaptay）表示，美方表態，若土耳其堅決要買S-400，美國已做好與其決裂的準備。美土間的緊張情勢早已升高，包括對敘利亞、伊朗制裁策略相左，以及美外交人員在土耳其被拘留。美國表示，若土耳其接收俄羅斯防空系統，可能將依美國敵對國家制裁法案受到制裁。土耳其隨後表示，身為北大西洋公約組織成員，土國不會對美國造成威脅，不該被制裁。美國及其他擁有F-35的北約盟國擔心俄羅斯的雷達將學習如何尋找、追蹤F-35，讓戰機較難躲避俄羅斯的武器。美國防部發言人安德魯斯表示，美土正在討論土國採購愛國者飛彈防禦系統的可能性。安德魯斯表示，對於土國國防需求，愛國者仍是S-400之外的優異且北約整合選項。F-35由洛克希德馬丁（Lockheed Martin）製造，愛國者由雷神（Raytheon Co.）製造。土耳其不顧美國反對，堅持要向俄羅斯購買圖中的S-400防空飛彈。新華社
2019-05-28,中美女主播「貿易舌戰」！中外交部：大家一起看 真理越辯越明,為了貿易戰，大陸央視旗下中國環球新聞網女主播劉欣（左圖，香港星島日報）將應戰美國福斯女主播崔西．雷根（右圖，法新社）。中國女主播劉欣和美國女主播黎根相約30日上午8時就貿易戰越洋辯論，引發中國全網關注。中國外交部發言人陸慷今天說，希望大家一塊去看看，中國有句話叫做「真理越辯越明」。然而，儘管陸慷在外交部例行記者會上邀請「大家一塊去看看」，但目前並未獲知中國官媒有同步直播的規劃。中美兩名主播相約一辯高下，為貿易戰增添場邊花絮。「參賽」的兩人分別為來自央視旗下的中國環球電視網（CGTN）主播劉欣，以及來自美國福斯（Fox）電視的主播黎根（Trish Regan）。中國外交部今天舉行例行記者會，面對中央社詢問，發言人陸慷簡短表示，「我和大家一樣關心，希望大家一塊去看看」；在進行下一個提問前，陸慷又回頭望向記者並補上一句，「中國有句話叫做，真理越辯越明。」鑑於中國官媒似無同步直播的規劃，中國網民在新浪微博上疾呼央視放手直播。但有看法認為，在難以確保黎根的言論尺度狀況下，中方不敢大意轉播。
2019-05-30,美駐日大使投書籲美日攜手主導5G框架,美國駐日大使William Hagerty與參議員Marsha Blackburn聯名投書日媒，呼籲美日攜手主導國際發展安全的5G通訊框架。投書也提到，只要中國大陸還持續扭曲市場，雙方就無法享受真正的合作。產經新聞今日在頭版刊出兩人聯名投書。投書中提到，他們對已經贏得信任的科技公司、以及試圖建構安全5G網絡的日本移動通訊商，給予高度評價。美日應該攜手合作，引領國際社會努力創建一個可促進經濟成長、維護國家安全、開放透明，且可相互運用的安全的5G網絡。這種做法也是為了從不中國大陸公平且有害的商業慣行中保護國民與本國企業，符合美日共同的決心。日本與美國、歐盟（EU）都同樣譴責中方的做法。除非中國不再扭曲市場，否則我們將無法享受真正的合作。日美明確合作，提供市場主導型技術公司所需的準確性和市場規模，加速這一關鍵領域的資本投資。希望活用美日獨一無二的關係，制定保護人民、企業和市場的標準。文中也提到，每個國家電信公司引入5G網絡時，絕不能忘記自由和技術相互支持。隨著連接性提升，各種各樣的想法可以跨越國境和地域自由流動。每個人能夠發表自己的想法。日本和美國將言論自由視為隨技術進步而發展的基本人權。但在印度太平洋地區的某些地區，這項基本權利越來越危險。日本是印度太平洋地區能自由表達意見的模範國之一；對照之下，中國大陸政府密切關注每個國民，蒐尋不同意見和批判的聲音。作為一個技術強國，日本和美國堅定地保護隱私和基本自由等人權。 5G的出現有可能極大地改變我們的溝通和生活方式，同時促進技術創新和經濟增長。在邁向5G時代過渡期，美日兩國共同需要一個安全的供給網，有機會建立可持續的合作夥伴關係。
2019-05-29,陸媒批李嘉誠「做空中國」 長實駁斥：在中投資規模龐大,陸媒批李嘉誠「做空中國」 香港中國通訊社中國媒體發表文章，強烈批評港商李嘉誠6年來在中國大陸、香港大舉拋售房地產，並指他「有著非常規的賺錢祕密」、「用盡潛規則逐利」，且「掏空了商業的信用，蛀蝕了中國經濟的根基」。長實集團詳列內地投資狀況反駁，強調集團在中國的投資規模龐大，業務發展多元化，涵蓋地產、能源、港口、零售、電廠及基建等多個範疇。長實詳列內地投資反駁中國媒體德林社27日以「李嘉誠真跑了」為題發表文章說，李嘉誠已經4年沒有在中國及香港購地，反倒一直在拋售兩地的房產。6年來，他在兩地拋售房產共套現逾1700億人民幣（約246億美元）。近來更接觸買家，準備拋售上海價值200億元的房產。文章直指，「跑路的」李嘉誠，在中國有著「非常規的賺錢祕密」。他在「做空中國」的背後，旗下整個長實集團在中國卻透過潛規則賺取了1000億（約145億美元）。相較於中國房地產商人慣於急忙售屋，李嘉誠卻「喜歡囤地」，以至於，「修房子的，不如炒地皮的」。這篇文章說，基於這種模式，李嘉誠的長實集團在全中國近30個開發案中，至今只完成10個左右，多數開發案都歷時10年以上。其中在北京的一個開發案，1993年取得土地，卻到2018年才開發完成，相隔25年，房價早已從每平方公尺2000元漲到4萬元。然而，經過6年來的拋售，長實集團2018年底在中國擁有的土地，已較前一年同期大減33%；而在香港，同一期間更驟減44%。而李嘉誠從中國及香港抽離的資金，則轉移到他看好的52個國家。文章提到，歐洲是李嘉誠轉移資金的重點，英國更吸引了他港幣4000億元的資金，投入電力、交通、天然氣、零售、基建等領域，令高傲的歐洲人驚呼，李嘉誠「買下了整個英國」。這篇文章最後說，「李嘉誠為首」的一批商人享受了中國改革開放的紅利，在中國經濟轉型升級的過程中「開始瘋狂套現走人」。商人逐利無可厚非，但莫讓那些「用盡潛規則逐利的商人掏空了商業的信用，蛀蝕了中國經濟的根基」。21城市擁56房地產項目據香港01報導，就德林社文章評論長實集團在內地之投資情況，長實集團詳細列明在內地地產、能源、港口及零售等業務之發展情況，以作反駁。例如目前於內地21個城市擁有56個寫字樓、住宅、商場及酒店，又如屈臣氏集團現時在內地超過470個城市開設超過3700家零售店，投資額約人民幣60億元（約8.7億美元）。與此同時，系內電能實業在內地擁有5項發電業務，包括發電廠、熱電廠及風電場，總發電容量達2898兆瓦。而長江基建在內地的收費道路及橋梁總長度約260公里。至於赫斯基能源，亦與中海油共同持有荔灣天然氣田項目，投資額約人民幣400億元（約58億美元）。德林社於2014年成立，為中國財經作家李德林創辦的自媒體，旗下有財經棟篤笑節目《德林爆語》。
2019-05-29,台湄簽協議 共同造媽祖文旅圈,媽祖文化發祥地福建莆田湄洲島日前迎來台灣中華媽祖聯誼會會長張偉東率領的台灣高雄市、嘉義縣、新北市等地宮廟代表近百人。湄洲島管委會、湄洲媽祖祖廟代表與台灣客人共植「兩岸同願林」並簽訂合作協議，共同打造媽祖文化旅遊生活圈。新華社報導，日前湄洲島管委會和媽祖祖廟的代表，同來自台灣10個縣市26個宮廟的代表在湄洲島湖石淉生態園共植「兩岸同願林」，種下寄寓兩岸同胞同根同源、同心同願的重陽木。湄洲島還同台灣宮廟代表簽訂了文化旅遊合作協議，以促進湄台「資源共享、互惠互利、共同發展」，共同打造媽祖文化旅遊生活圈。湄洲島黨工委書記林韶雯說，湄洲島將著眼於建成台胞台企登陸家園，在機制融合、產業融合、文化融合、社區融合、生態融合和創新融合等六個方面先行先試，把湄洲島打造成兩岸同胞幸福家園，努力在探索兩岸融合發展新路上率先作出示範。目前，每年來湄洲媽祖廟謁祖進香的台胞超過30萬人次。
2019-05-29,港媒稱貿易戰正使中國學生遠離美國 轉赴英加澳,美中貿易戰對峙，留學付款支付公司「易思匯」稱受到美中貿易戰影響，中國學生對美國退避三舍，其中許多人轉而選擇赴英加澳等國留學。香港南華早報28日報導，按照「易思匯」的說法，在美國政府去年對中國輸美產品加徵關稅後，希望前往美國留學的中國學生人數就開始逐漸減少，因為他們擔心或將無法獲得赴美留學簽證。易思匯是辦理中國留學缴費諮詢服務平台，對接了全球數千所海外院校和中國上百家教育機構。另外，據教育諮詢機構啟德教育發布的《2019中國學生留學意向調查報告》顯示，20.14%的受訪者將英國列為其首選留學目的地，明顯高於選擇美國的比例(17.05%)。其他熱門選項還包括加澳等英語國家以及德法日韓等。數據顯示，如今中國留學生在美國的110萬國際學生中的占比高達三分之ㄧ，但這種狀況正在發生變化。報導稱，一位學生家長說「貿易戰不但正使中國學生更難以申請美國大學，而且畢業後也更難以在美國尤其是在高科技行業找到工作」。報導指出，從去年夏天起，在美國攻讀機器人技術、航空、工程和高科技製造等專業的中國留學生就開始面臨更嚴格的簽證控制，一些有關無法獲得返美簽證的傳聞正在中國留學生之間流傳蔓延。其中一些人甚至因擔心不再被允許返回美國繼續留學而不願返回中國探親，至少已有100名中國留學生遭遇赴美簽證被推遲等麻煩。中美貿易戰對峙升高，中國學生對美國退避三舍，其中許多人轉而選擇赴英加澳等國留學。（路透）
2019-05-28,青島海事法院拍賣「一片海」 男出68萬競標送女友,04送女友一片海?有人出68萬競拍一片海的海域使用權 阿里拍賣一篇「送女友一片海」的帖子日前引起網友熱議，女網友曬出和男友的聊天截圖，表示男友繳納了12萬元（人民幣，以下同，約1.7萬美元）的訂金競拍日照車牛山島海洋開發有限公司海域使用權，以此作為遲到的520禮物。網友驚嘆：「淘寶可以買海了？這是真海王呀！」也有網友表示，只是繳了保證金，沒拍上還可以退錢的。現代快報報導，從阿里司法拍賣平台上看到，青島海事法院的確在拍賣日照車牛山島海洋開發有限公司海域使用權，使用面積為210公頃，起拍價為68萬2662元，保證金為12萬元。據了解，27日上午10時開拍時間一到，就有一名競價者出價68萬2662元。不過大海真的能買嗎？澎湃新聞報導，北京一名張姓律師表示，海域屬國家所有，不能進行買賣，但國家也保護依法取得的海域使用權。因此，本案中法院將海域使用權進行司法拍賣是合法的。張律師解釋，依據《海域使用管理法》第十六條，單位和個人都是可以向縣級以上人民政府海洋行政主管部門申請使用海域的。張律師說，而且依據該法第二十條，海域使用權也可以通過招標或拍賣的方式進行取得，只要相關部門履行了相應的審批手續即可。因此，若本案中的個人競拍者有足夠的競拍能力是完全可以為女友送出一片「海」的。
2019-05-27,接管包商銀行後…人行緊盯中小銀行流動性,接管包商銀行後，中國人民銀行26日發文強調，將關注中小銀行流動性狀況，加強市場監測，綜合運用公開市場操作等多種政策工具，維護貨幣市場利率平穩運行。華爾街見聞報導，包商銀行因出現嚴重信用風險，為保護存款人和其他客戶合法權益，銀保監會決定24日起接管包商銀行，至2020年5月23日止，期限一年，並委託中國建設銀行來管理包商銀行。這是中國20年來首例。人行在24日、26日連發四篇文，對市場信心喊話。包商銀行成立於1998年，前身是內蒙古包頭商業銀行，2017年更名為包商銀行。目前在內蒙古自治區內有14家分行，在北京、成都、寧波、深圳各有一家分行，共18家分行。人行26日提出九點來解釋包商銀行未來變化。其中接管包商銀行是否會增加銀行體系流動性壓力，官方回應，接管後將通過提供流動性支持、及時調撥充足現金、確保支付系統運行通暢等措施，保持包商銀行正常經營。同時關注中小銀行流動性狀況，加強市場監測。人行指出，包商銀行被接管後四項處置：一是全面依法依規開展接管工作；二是堅決防範系統性風險，最大限度保護存款人和其他客戶的合法權益，保持包商銀行業務不中斷；三是切實防範道德風險，區分情況落實責任；四是努力實現處置成本最小化。文章提到，當前中國大型銀行持續穩健運行，中小銀行經營管理能力取得長足進步。在推動供給側結構性改革過程中，人民銀行、銀保監會不斷加大對中小銀行政策支持，推動中小銀行進一步完善公司治理，中小銀行的發展將更加健康。至於建設銀行作為託管行扮演的角色，人行回應，建設銀行將以國有大行穩健的經營理念和領先的金融科技力量，按照市場化、法治化原則，與包商銀行開展全面合作。託管期間，建設銀行將全力幫助完善包商銀行公司治理結構、風控體系，促進其正常經營和穩健發展，推動包商銀行價值提升。
2019-05-29,貿易戰衝擊 陸客赴美人次15年來首下滑,歷經15年的快速成長期後，中國大陸赴美國遊客人次15年來首次下降，貿易戰是中國遊客減少的一大因素。美國國家旅遊辦公室（NTTO）收集分析海關入境表的資料顯示，2018年中國赴美遊客人次下跌5.7%，降到290萬人；這是中國來美遊客人次自2003年以來，首次出現跌幅。美中貿易戰是中國遊客下降的原因之一；川普政府2018年1月先對中國的太陽能面板和洗衣機加徵關稅，美中貿易衝突就此展開；美國目前對2000億美元的中國商品加稅25%，中國則對美國進口的600億美元商品實施報復性關稅。中國去年夏季發布赴美旅行警示，指美國治安不佳、槍擊案和盜竊案頻傳，且醫療照護費用昂貴；美國隨後也對赴中國旅遊發出警告。北京國貿公司職員王海夏（Wang Haixia，音譯）5月赴美參加姐妹的畢業典禮，她和家人計畫在伊利諾斯州和紐約待十天；她說，原本想待久一點，但不願在貿易戰期間貢獻美國經濟，「我無法取消這趟旅行，因為姐妹要發表畢業演說；我們一家人赴美十天的開銷可能超過人民幣10萬元，夠多了」。中國的經濟不確定性是赴美遊客減少的另一原因，中國出境遊研究所（COTRI）所長王立基（Wolfgang Georg Arlt）表示，經濟不確定性讓中國遊客改到離家近的較低端市場度假。2018年10月到12月，56%中國遊客到香港、澳門或台灣旅行，但這些地區的中國遊客在2017年僅50%；希望遠行的遊客尋求更具異國情調的克羅埃西亞、摩洛哥和尼泊爾等地。過去十年來，中國赴美遊客人次快速成長；麥肯錫顧問公司統計，24萬9000名中國人2000年赴美旅行；2010年，中國赴美遊客人次增三倍，2010年達80萬2000人；2015年再增三倍。中國遊客赴美人次劇增的主因包括收入增長、便捷的長途航班連接和簽證放寬等；2016、2017年，每年有超過300萬名中國人赴美旅行，但赴美中國遊客年增率在2017年出現十多年來首次的和緩情況，僅4%。業界分析師普遍認為，中國遊客人次下滑只是暫時現象，中國的中產階級還是會持續成長。美國政府則預測，今年訪美的中國遊客人次將成長2%，達到330萬人，2023年將達到410萬人。
2018-01-20,伊爾艾朗專欄／美元弱勢 不致衝擊全球復甦,美元貶值是2017年金融市場一大驚奇，與許多分析家及經濟學者在年初時看法背道而馳。2018開年來美元續貶，已使一些歐洲官員警告美元貶值可能不利於經濟成長，強調美元貶值可能引發「燙手山芋」併發症，顯然沒有人願意或能夠因應本國貨幣持續且大幅升值對經濟及貿易的衝擊。這些憂慮雖然可以理解，而且不大可能在短期內消除，但美元進一步大幅貶值卻並非既定之局。再者，美元貶值雖使日本及歐洲央行眼前的政策布局更加複雜，但歐、日仍有能力因應美元貶值的擴散效應。以美元對六種主要貨幣匯率的DXY美元指數衡量，2017年美元貶值10%，今年來再貶1.5%，令許多經濟學者與分析家備感困惑。美國聯準會（Fed）過去一年的升息幅度超出市場預測，經濟成長率也超出預期，正常情況下美元應該升值。美國總統川普一年前的確曾警告美元太強，使美元貶值，但其他使美元走軟的原因是來自國外。歐洲經濟表現遠超出預期，使許多人將歐洲央行（ECB）縮減寬鬆規模的預估時間提前。再者，法國及德國選舉與西班牙加泰隆尼亞的獨立公投，雖曾令市場擔憂，但並未對經濟成長及資金流入造成多大干擾。市場更預期「馬克宏─梅克爾夥伴關係」可能促進歐洲的經濟協力，英國的「脫歐」談判蝸步化，也延後了經濟與金融面可能承受的衝擊，使匯市認為歐洲情勢對歐元有利日本情況也類似，而且原本擔心貿易戰與負債問題的新興市場，現在也展現樂觀氛圍。全球經濟表現意外良好，加上各國可能提前緊縮貨幣政策，受益最大的可能正是美國。這是美元弱勢未必對全球復甦非常不利的原因之一。如果歐洲及日本更積極推動結構性改革，將能使本國貨幣升值的負面影響降到最低。這當然不能消除各國央行眼前的挑戰。歐元及日圓升值將進一步壓抑歐、日通膨，使央行貨幣政策正常化的步調更加審慎，甚至從現在就開始減緩正常化的速度。（作者Mohamed A. El-Erian是安聯集團首席經濟顧問、彭博資訊專欄作家／編譯任中原）
2019-05-29,又嗆聲！人民日報：勿低估中方反制 勿謂言之不預,美中貿易戰陷入僵局，「稀土」資源被視為陸方反制的王牌，人民日報29日刊發署名五月荷的文章稱，美國生產的許多產品，都高度依賴中國稀土資源；當前美方完全高估了自己操縱全球供應鏈的能力，在自我沉醉的空歡喜中無力自知，但清醒後注定要自打嘴巴。這篇評論稱，隨著美國一些政客不停發出極限施壓的叫囂，人們愈加關心中國會拿出哪些「王牌」作為回應，國外不少媒體的目光投向稀土，有分析認為「中國對稀土市場的主導地位，已賦予北京還擊之道」。評論表示，中國是世界第一稀土生產大國，也是世界最大的稀土材料供應國。中國一直秉持開放、協同、共享的方針推動稀土產業發展，中國堅持稀土資源優先服務國內需要的原則，願意滿足世界各國對於稀土資源的正當需求，樂見本國稀土資源及稀土產品被用於製造各類先進產品，更好滿足世界各國人民對美好生活的需要。稀土是否會成為中國反制美方無端打壓的反制武器？評論說「答案並不玄奧」，這是產業分工高度全球化的時代，沒有協同合作就沒有發展進步。稀土元素的戰略價值和重要意義日益凸顯，全球市場上，稀土新材料的消費量迅速增長，無論軍事還是民用，大量產業的發展都離不開稀土資源，其中美國企業對稀土氧化物產品的需求尤其旺盛。評論表示，當前，美方一些人的確在幻想「資源自立」，但美國對全球供應鏈的深度依賴是不爭的現實，國際市場研究機構的數據顯示，美國是中國稀土的主要買家，事實上，美國生產的消費性電子產品、軍事裝備和其他許多產品，都高度依賴中國稀土資源。評論表示，毫無疑問，美方想利用中國出口的稀土所製造的產品，反用於遏制打壓中國的發展，中國人民決不會答應。奉勸美方不要低估中方維護自身發展權益的能力，勿謂言之不預。中美貿易對峙升高。（路透）
2019-05-04,影／華府國際花卉展 「台灣造型」蝴蝶蘭參展,美國華府國家大教堂3日至4日舉辦花市活動，我駐美代表處參與其中的國際花卉展，以四種蝴蝶蘭排出台灣形狀，相當吸睛。駐美代表處台灣書院主任桂業勤3日受訪指出，華府國際大教堂多年來都會邀請使館參與國際花卉展，駐美代表處今年請台灣的蘭花廠商提供蝴蝶蘭，設計為台灣造型；透過台灣造型展現、傳達台灣在蝴蝶蘭研發等領域的龍頭地位。據主辦單位提供的資訊，國際花卉展已舉辦13年，今年包括香港、日本、南韓、瑞士等共14個大使館與代表處參展。「華府使館開放日」4日起舉行，花市現場義工表示，花市與使館開放日合作，互相推廣活動，花市廣邀各使館參與，只要有意願就能參展。華府國家大教堂3日至4日舉辦花市活動，我駐美代表處以蝴蝶蘭排成台灣造型參加國際花卉展。華盛頓記者張加／攝影華府國家大教堂3日至4日舉辦花市活動，我駐美代表處以蝴蝶蘭排成台灣造型參加國際花卉展。華盛頓記者張加／攝影華府國家大教堂3日至4日舉辦花市活動，多國參加其中的國際花卉展。圖為美國參展作品。華盛頓記者張加／攝影華府國家大教堂3日至4日舉辦花市活動，多國使館參加其中的國際花卉展。圖為日本參展作品。華盛頓記者張加／攝影華府國家大教堂3日至4日舉辦花市活動，多國使館參加其中的國際花卉展。圖為瑞士參展作品。華盛頓記者張加／攝影華府國家大教堂3日至4日舉辦花市活動，吸引許多民眾。華盛頓記者張加／攝影
2019-05-30,MLB／界外球直擊4歲球迷 小熊外野手當場爆淚,"小熊外野手阿爾莫拉擊出界外球，直擊一位在三壘側一樓看台的4歲小女孩，當下非常自責，隊友也向前安慰。 美聯社太空人美粒果球場今天發生怵目驚心的畫面，作客的小熊外野手阿爾莫拉（Albert Almora Jr.）擊出界外球，直擊一位在三壘側一樓看台的4歲小女孩，爸爸趕緊抱著小孩送醫，阿爾莫拉當下抱頭自責，隨後更走向場邊，向該區保全了解受傷小孩的狀況，抱著保全落淚的畫面讓全場動容。Evan Daniel@mrevandanielAwful scene in the Cubs/Astros game. A small kid was struck with the baseball in the stands. Almora Jr's reaction says it all. Prayers up.5,310오전 10:30 - 2019년 5월 30일1,867명의 사람들이 이 주제에 대해 이야기하고 있습니다.트위터 광고 정보 및 개인정보 보호小女孩被界外球打到，保全趕緊上前關切。 美聯社驚悚畫面發生在小熊與太空人之戰第四局，阿爾莫拉擊出界外球，打中三壘看台的小女孩，爸爸趕緊抱起她衝上樓，全場頓時靜默無聲，阿爾莫拉也蹲下抱頭自責，隊友與教練紛紛上前安撫他的心情。阿爾莫拉趁著攻守交換時走向三壘側看台，向保全人員詢問受傷小孩的狀況，隨後與保全緊緊相擁落淚，真情流露的畫面讓在場球迷都動容，也為小孩祈禱平安。Cubs Live@Cubs_LiveAfter Albert Almora Jr. struck a young fan with a foul ball, in between innings he went immediately over to that section to ask about the situation. You can see he is overwhelmed with emotion as him and the security guard have a moment. This is just a terrible & sad situation.6,830오전 10:26 - 2019년 5월 30일1,805명의 사람들이 이 주제에 대해 이야기하고 있습니다.트위터 광고 정보 및 개인정보 보호ESPN報導指出，受傷的小球迷已經醒來，雖然仍然虛弱，但沒有生命危險，「我們仍在等待來自太空人球團的正式聲明，但目前聽到一些正面消息，為這位小球迷祈禱。」據現場球迷指出，該區保全人員一得知小女孩的狀況穩定後，就向阿爾莫拉回報，希望能安撫他的心情，而他也向這名保全人員表達感謝。"
